-104.642821,103.904969,182.971685,0.000000,0.000000,0.000000
-102.169640,103.413399,182.087983,0.000000,0.000000,0.000000
-94.540419,97.562681,171.769126,0.000000,0.000000,0.000000
-96.871332,101.943582,179.464345,0.000000,0.000000,0.000000
-97.404536,104.552284,184.038518,0.000000,0.000000,0.000000
-90.053813,98.614737,173.569710,0.000000,0.000000,0.000000
-91.383739,102.116092,179.714541,0.000000,0.000000,0.000000
-83.472932,95.205360,167.535695,0.000000,0.000000,0.000000
-81.248322,94.608575,166.469000,0.000000,0.000000,0.000000
-75.211763,89.437028,157.353769,0.000000,0.000000,0.000000
-59.917580,72.781660,128.037938,0.000000,0.000000,0.000000
-57.710196,71.627986,125.995892,0.000000,0.000000,0.000000
-55.542806,70.461680,123.932031,0.000000,0.000000,0.000000
-54.839953,71.130545,125.096064,0.000000,0.000000,0.000000
-53.772730,71.334685,125.442641,0.000000,0.000000,0.000000
-52.361973,71.070135,124.965034,0.000000,0.000000,0.000000
-50.963850,70.798873,124.475723,0.000000,0.000000,0.000000
-49.578429,70.520993,123.974872,0.000000,0.000000,0.000000
-47.884399,69.768342,122.639564,0.000000,0.000000,0.000000
-45.273927,67.598572,118.813739,-14.008626,40.528797,-21.665614
-43.347011,66.354372,116.615325,-21.203972,44.260868,-26.384851
-44.765870,70.288594,123.517329,0.000000,0.000000,0.000000
-43.724335,70.454062,123.795831,0.000000,0.000000,0.000000
-42.395391,70.141642,123.234658,0.000000,0.000000,0.000000
-41.358987,70.298147,123.497387,0.000000,0.000000,0.000000
-40.049261,69.974723,122.917024,0.000000,0.000000,0.000000
-39.018146,70.122412,123.164247,0.000000,0.000000,0.000000
-37.986223,70.266236,123.404631,0.000000,0.000000,0.000000
-37.204908,70.885157,124.479273,0.000000,0.000000,0.000000
-35.675722,70.062445,123.022342,0.000000,0.000000,0.000000
-34.648594,70.193829,123.240826,0.000000,0.000000,0.000000
-33.620783,70.321410,123.452591,0.000000,0.000000,0.000000
-32.369084,69.962695,122.810682,-4.239158,52.176918,-24.024630
-31.347041,70.081874,123.007699,1.168390,53.239354,-23.278387
-30.533538,70.681420,124.047733,0.000000,0.000000,0.000000
-29.099122,69.824093,122.530964,-138.819509,85.827136,-72.575397
-39.198398,97.612432,171.278424,0.000000,0.000000,0.000000
-36.274933,93.866076,164.688461,0.000000,0.000000,0.000000
-37.805120,101.792569,178.577842,0.000000,0.000000,0.000000
-36.675017,102.907491,180.515904,0.000000,0.000000,0.000000
-34.515531,101.089503,177.309307,0.000000,0.000000,0.000000
-33.370039,102.195026,179.230626,0.000000,0.000000,0.000000
-29.449115,94.485514,165.693202,0.000000,0.000000,0.000000
-27.936835,94.104506,165.008712,0.000000,0.000000,0.000000
-28.376139,100.586860,176.357813,0.000000,0.000000,0.000000
-24.428081,91.359891,160.164413,0.000000,0.000000,0.000000
-25.594517,101.284322,177.545506,0.000000,0.000000,0.000000
